transaction_id,from_account,to_account,amount,timestamp,is_fraud,fraud_type,fraud_network
TX-013080,ACC-01631,ACC-00968,80759.63,2026-09-07 22:19:00,0,normal_high_value,NONE
TX-004049,ACC-01792,ACC-01253,10828.56,2026-09-03 09:07:09,0,normal,NONE
TX-004399,ACC-01294,ACC-01611,12028.84,2026-09-01 18:47:05,0,normal,NONE
TX-003207,ACC-01153,ACC-01551,12604.81,2026-09-05 08:20:15,0,normal,NONE
TX-000867,ACC-01310,ACC-01094,5587.71,2026-09-06 23:34:14,0,normal,NONE
TX-006649,ACC-01434,ACC-01135,6525.44,2026-09-01 21:56:38,0,normal,NONE
TX-000044,ACC-01961,ACC-01497,17917.7,2026-09-09 23:09:12,0,normal,NONE
TX-000018,ACC-00818,ACC-00742,3963.39,2026-09-03 23:05:48,0,normal,NONE
TX-011062,ACC-00360,ACC-00405,17741.17,2026-09-09 16:01:39,0,normal,NONE
TX-012666,ACC-00908,ACC-00072,44803.72,2026-09-02 23:05:00,0,normal_high_value,NONE
TX-001884,ACC-00928,ACC-00351,10833.72,2026-09-07 15:36:01,0,normal,NONE
TX-004630,ACC-00170,ACC-01971,6943.57,2026-09-08 22:58:50,0,normal,NONE
TX-008818,ACC-01596,ACC-00625,10522.95,2026-09-09 15:38:28,0,normal,NONE
TX-013141,ACC-00965,ACC-01035,77572.68,2026-09-08 14:17:00,0,normal_high_value,NONE
TX-011058,ACC-00795,ACC-00888,1519.45,2026-09-07 18:05:30,0,normal,NONE
TX-011203,ACC-01622,ACC-00264,9051.81,2026-09-08 21:56:48,0,normal,NONE
TX-006932,ACC-01984,ACC-00759,3074.35,2026-09-03 20:31:34,0,normal,NONE
TX-002532,ACC-01624,ACC-01944,14162.66,2026-09-06 23:01:39,0,normal,NONE
TX-005762,ACC-01123,ACC-01588,17967.84,2026-09-01 08:07:23,0,normal,NONE
TX-013195,ACC-00389,ACC-01601,77836.62,2026-09-07 08:52:00,0,normal_high_value,NONE
TX-005793,ACC-01809,ACC-01426,12745.33,2026-09-09 10:14:02,0,normal,NONE
TX-003129,ACC-00373,ACC-01472,7922.87,2026-09-02 23:11:04,0,normal,NONE
TX-012796,ACC-01371,ACC-01503,89488.7,2026-09-02 12:22:00,0,normal_high_value,NONE
TX-013091,ACC-01246,ACC-01690,66871.49,2026-09-08 14:08:00,0,normal_high_value,NONE
TX-000260,ACC-01318,ACC-01622,5926.01,2026-09-03 10:41:42,0,normal,NONE
TX-012426,ACC-00763,ACC-01890,42322.8,2026-09-05 08:51:00,0,normal_high_value,NONE
TX-008058,ACC-00537,ACC-00123,13864.37,2026-09-09 10:21:06,0,normal,NONE
TX-013115,ACC-01443,ACC-01245,73121.86,2026-09-02 11:48:00,0,normal_high_value,NONE
TX-009968,ACC-01208,ACC-01656,3360.04,2026-09-07 13:23:46,0,normal,NONE
TX-000533,ACC-01348,ACC-01517,3178.11,2026-09-01 12:44:00,0,normal,NONE
TX-006089,ACC-00067,ACC-01818,4931.49,2026-09-06 15:06:11,0,normal,NONE
TX-004408,ACC-01604,ACC-01495,15573.26,2026-09-04 18:22:44,0,normal,NONE
TX-006379,ACC-01861,ACC-00663,5123.31,2026-09-03 08:58:11,0,normal,NONE
TX-008541,ACC-01853,ACC-01429,13673.75,2026-09-07 08:44:44,0,normal,NONE
TX-012822,ACC-00275,ACC-00341,84691.04,2026-09-04 11:04:00,0,normal_high_value,NONE
TX-011275,ACC-00301,ACC-00482,752.15,2026-09-07 18:32:14,0,normal,NONE
TX-012158,FRAUD-07-SRC-08,FRAUD-07-COLLECTOR,9023.99,2026-09-07 16:14:00,1,funneling,NET-07
TX-008114,ACC-01436,ACC-01015,14313.97,2026-09-02 09:15:26,0,normal,NONE
TX-013008,ACC-00440,ACC-01288,29430.92,2026-09-05 11:10:00,0,normal_high_value,NONE
TX-002329,ACC-01996,ACC-01144,14054.98,2026-09-09 13:51:32,0,normal,NONE
TX-007158,ACC-00139,ACC-01236,5594.34,2026-09-07 18:36:30,0,normal,NONE
TX-008072,ACC-01298,ACC-01905,8439.07,2026-09-05 11:39:17,0,normal,NONE
TX-000578,ACC-01595,ACC-00576,1073.47,2026-09-08 19:49:37,0,normal,NONE
TX-012311,ACC-00030,ACC-00492,83042.58,2026-09-08 23:18:00,0,normal_high_value,NONE
TX-004719,ACC-00170,ACC-00300,1335.84,2026-09-03 16:09:12,0,normal,NONE
TX-007183,ACC-01151,ACC-01031,11917.78,2026-09-06 17:09:29,0,normal,NONE
TX-008370,ACC-01933,ACC-01684,13571.06,2026-09-03 11:57:19,0,normal,NONE
TX-001699,ACC-00767,ACC-00613,6573.63,2026-09-03 16:06:28,0,normal,NONE
TX-000762,ACC-01710,ACC-00518,3513.99,2026-09-03 09:54:48,0,normal,NONE
TX-009145,ACC-00725,ACC-01570,14709.49,2026-09-02 17:01:31,0,normal,NONE
TX-000797,ACC-01241,ACC-00198,3210.05,2026-09-01 11:05:30,0,normal,NONE
TX-002657,ACC-01577,ACC-00201,7620.18,2026-09-06 23:01:24,0,normal,NONE
TX-004085,ACC-00538,ACC-01882,14962.17,2026-09-06 09:37:23,0,normal,NONE
TX-007232,ACC-01664,ACC-00290,2312.57,2026-09-05 22:02:47,0,normal,NONE
TX-011488,ACC-00228,ACC-00199,2345.37,2026-09-09 17:32:18,0,normal,NONE
TX-011051,ACC-01953,ACC-01046,4181.2,2026-09-09 09:06:04,0,normal,NONE
TX-010859,ACC-00286,ACC-00802,4881.13,2026-09-04 20:05:07,0,normal,NONE
TX-001942,ACC-00555,ACC-00293,17926.54,2026-09-04 21:37:58,0,normal,NONE
TX-008542,ACC-01121,ACC-00550,7649.77,2026-09-01 08:06:21,0,normal,NONE
TX-003602,ACC-00600,ACC-00376,4786.91,2026-09-04 11:01:19,0,normal,NONE
TX-005767,ACC-00698,ACC-01164,6191.81,2026-09-06 19:01:57,0,normal,NONE
TX-002689,ACC-00590,ACC-01019,13920.32,2026-09-07 08:26:04,0,normal,NONE
TX-009677,ACC-00786,ACC-01771,958.33,2026-09-04 11:36:06,0,normal,NONE
TX-010400,ACC-00083,ACC-01255,15633.87,2026-09-01 16:25:02,0,normal,NONE
TX-012138,FRAUD-06-SRC-13,FRAUD-06-COLLECTOR,13991.61,2026-09-03 13:24:00,1,funneling,NET-06
TX-005658,ACC-01237,ACC-00176,17588.33,2026-09-09 16:35:01,0,normal,NONE
TX-007838,ACC-00038,ACC-01255,7916.7,2026-09-08 14:52:57,0,normal,NONE
TX-010465,ACC-00212,ACC-01943,4597.46,2026-09-02 21:53:50,0,normal,NONE
TX-002902,ACC-01412,ACC-00568,9748.53,2026-09-01 23:52:13,0,normal,NONE
TX-002508,ACC-01284,ACC-00723,3761.65,2026-09-07 21:56:26,0,normal,NONE
TX-001042,ACC-01321,ACC-01353,1125.45,2026-09-04 12:56:37,0,normal,NONE
TX-008901,ACC-01284,ACC-00004,4235.34,2026-09-02 20:52:49,0,normal,NONE
TX-002222,ACC-00082,ACC-00249,15624.78,2026-09-08 19:03:56,0,normal,NONE
TX-012669,ACC-00342,ACC-01582,64260.69,2026-09-06 18:01:00,0,normal_high_value,NONE
TX-008923,ACC-00198,ACC-01813,15321.06,2026-09-09 15:10:16,0,normal,NONE
TX-003414,ACC-01112,ACC-00615,11290.96,2026-09-02 15:41:21,0,normal,NONE
TX-008293,ACC-01138,ACC-00146,17506.33,2026-09-08 08:50:21,0,normal,NONE
TX-006119,ACC-01542,ACC-01323,6565.37,2026-09-08 14:10:49,0,normal,NONE
TX-004376,ACC-01065,ACC-01790,7147.84,2026-09-09 16:06:36,0,normal,NONE
TX-000961,ACC-00908,ACC-01528,16809.16,2026-09-05 12:49:12,0,normal,NONE
TX-004340,ACC-00958,ACC-01532,17632.16,2026-09-09 16:25:01,0,normal,NONE
TX-011987,ACC-01632,ACC-00885,13477.53,2026-09-03 13:21:51,0,normal,NONE
TX-010795,ACC-00859,ACC-01066,11143.97,2026-09-09 14:10:10,0,normal,NONE
TX-000884,ACC-00510,ACC-00789,13886.63,2026-09-08 15:47:02,0,normal,NONE
TX-007407,ACC-02000,ACC-00023,14241.52,2026-09-01 17:17:23,0,normal,NONE
TX-007402,ACC-01076,ACC-01004,10091.32,2026-09-06 23:32:41,0,normal,NONE
TX-011621,ACC-01020,ACC-00734,665.16,2026-09-06 09:42:59,0,normal,NONE
TX-006614,ACC-01767,ACC-01180,6293.7,2026-09-02 19:14:09,0,normal,NONE
TX-002518,ACC-00649,ACC-00960,4437.66,2026-09-03 23:20:39,0,normal,NONE
TX-008279,ACC-00009,ACC-00374,6338.3,2026-09-07 23:40:03,0,normal,NONE
TX-007746,ACC-01228,ACC-01855,1717.89,2026-09-07 19:37:22,0,normal,NONE
TX-011386,ACC-01738,ACC-01820,11951.38,2026-09-03 15:21:09,0,normal,NONE
TX-009956,ACC-00323,ACC-01770,3503.07,2026-09-01 10:28:03,0,normal,NONE
TX-010203,ACC-01308,ACC-00681,9260.92,2026-09-08 13:51:40,0,normal,NONE
TX-002860,ACC-00088,ACC-00961,14574.82,2026-09-07 11:16:10,0,normal,NONE
TX-010778,ACC-01734,ACC-01642,404.22,2026-09-06 16:44:00,0,normal,NONE
TX-008304,ACC-00636,ACC-01246,12685.65,2026-09-07 20:24:46,0,normal,NONE
TX-002451,ACC-00534,ACC-00823,3626.92,2026-09-06 10:21:28,0,normal,NONE
TX-003194,ACC-01460,ACC-00470,5991.86,2026-09-01 17:23:33,0,normal,NONE
TX-012397,ACC-01127,ACC-01208,75189.0,2026-09-09 21:08:00,0,normal_high_value,NONE
TX-003873,ACC-01107,ACC-00551,9187.31,2026-09-05 22:02:32,0,normal,NONE
TX-011467,ACC-01872,ACC-00689,13875.67,2026-09-06 17:36:26,0,normal,NONE
TX-009661,ACC-01960,ACC-01815,693.91,2026-09-06 08:03:01,0,normal,NONE
TX-001161,ACC-00476,ACC-01710,17055.13,2026-09-06 21:37:21,0,normal,NONE
TX-007457,ACC-00340,ACC-01725,5704.87,2026-09-05 08:43:36,0,normal,NONE
TX-007986,ACC-01060,ACC-01022,8913.48,2026-09-06 13:44:41,0,normal,NONE
TX-010622,ACC-00315,ACC-00006,9167.35,2026-09-05 21:22:15,0,normal,NONE
TX-005461,ACC-00049,ACC-00349,16596.01,2026-09-05 17:18:05,0,normal,NONE
TX-002155,ACC-01809,ACC-01240,15162.6,2026-09-03 16:45:09,0,normal,NONE
TX-008383,ACC-01708,ACC-01554,2316.27,2026-09-01 18:16:43,0,normal,NONE
TX-011812,ACC-00718,ACC-00139,7871.43,2026-09-08 13:07:09,0,normal,NONE
TX-010194,ACC-01223,ACC-00922,7972.84,2026-09-06 22:31:27,0,normal,NONE
TX-012359,ACC-01709,ACC-00245,46868.46,2026-09-02 18:39:00,0,normal_high_value,NONE
TX-003653,ACC-01212,ACC-00651,5698.17,2026-09-07 15:27:15,0,normal,NONE
TX-008401,ACC-01654,ACC-01309,9146.19,2026-09-06 22:52:21,0,normal,NONE
TX-006776,ACC-01230,ACC-01783,12789.19,2026-09-03 16:44:04,0,normal,NONE
TX-010088,ACC-01952,ACC-00749,16958.2,2026-09-09 14:47:39,0,normal,NONE
TX-005590,ACC-00064,ACC-01919,14409.97,2026-09-05 15:21:37,0,normal,NONE
TX-001148,ACC-00113,ACC-01055,17016.89,2026-09-06 09:07:24,0,normal,NONE
TX-006221,ACC-01967,ACC-00747,6068.29,2026-09-04 17:22:22,0,normal,NONE
TX-002535,ACC-01856,ACC-00342,955.16,2026-09-04 17:16:28,0,normal,NONE
TX-012007,FRAUD-01-SRC-07,FRAUD-01-COLLECTOR,3192.43,2026-09-05 13:12:00,1,funneling,NET-01
TX-005557,ACC-01922,ACC-00697,13435.81,2026-09-04 19:02:49,0,normal,NONE
TX-011341,ACC-00212,ACC-00909,1746.16,2026-09-01 22:17:34,0,normal,NONE
TX-008515,ACC-00391,ACC-00021,8188.37,2026-09-01 10:57:48,0,normal,NONE
TX-001887,ACC-00034,ACC-00143,8468.68,2026-09-07 17:17:20,0,normal,NONE
TX-010944,ACC-01746,ACC-01570,4541.45,2026-09-04 22:59:12,0,normal,NONE
TX-001340,ACC-00543,ACC-00700,17401.62,2026-09-03 14:11:05,0,normal,NONE
TX-013098,ACC-01629,ACC-01816,83073.68,2026-09-08 17:16:00,0,normal_high_value,NONE
TX-008117,ACC-00071,ACC-01407,10471.24,2026-09-05 10:08:13,0,normal,NONE
TX-004133,ACC-00421,ACC-01173,7476.49,2026-09-05 13:44:32,0,normal,NONE
TX-005747,ACC-00939,ACC-01330,715.42,2026-09-02 11:26:30,0,normal,NONE
TX-004864,ACC-01137,ACC-01256,635.19,2026-09-04 17:40:22,0,normal,NONE
TX-001502,ACC-00051,ACC-00368,7961.56,2026-09-05 10:22:57,0,normal,NONE
TX-011246,ACC-01184,ACC-00924,7090.96,2026-09-08 20:23:37,0,normal,NONE
TX-008843,ACC-01407,ACC-00934,1862.95,2026-09-08 10:40:17,0,normal,NONE
TX-004353,ACC-01577,ACC-01050,10605.34,2026-09-08 17:00:09,0,normal,NONE
TX-002656,ACC-00655,ACC-00720,578.1,2026-09-08 20:48:34,0,normal,NONE
TX-003117,ACC-00014,ACC-00266,6605.97,2026-09-09 13:58:23,0,normal,NONE
TX-004011,ACC-00604,ACC-00323,11109.85,2026-09-09 19:07:18,0,normal,NONE
TX-010279,ACC-01255,ACC-01774,5148.95,2026-09-08 13:18:33,0,normal,NONE
TX-003979,ACC-00506,ACC-01131,6078.54,2026-09-02 12:34:49,0,normal,NONE
TX-005583,ACC-00215,ACC-01119,13917.97,2026-09-05 15:36:29,0,normal,NONE
TX-013095,ACC-01187,ACC-01142,60909.39,2026-09-04 21:34:00,0,normal_high_value,NONE
TX-010885,ACC-01451,ACC-01509,6259.61,2026-09-01 10:11:38,0,normal,NONE
TX-006312,ACC-01678,ACC-00377,6151.34,2026-09-03 15:55:13,0,normal,NONE
TX-004257,ACC-01095,ACC-00617,315.66,2026-09-06 23:52:35,0,normal,NONE
TX-007673,ACC-00575,ACC-00020,10160.3,2026-09-03 09:07:46,0,normal,NONE
TX-008594,ACC-00952,ACC-00526,11418.39,2026-09-01 12:33:47,0,normal,NONE
TX-011932,ACC-01875,ACC-01506,5934.33,2026-09-06 17:41:24,0,normal,NONE
TX-009762,ACC-00289,ACC-00337,7541.47,2026-09-06 16:37:13,0,normal,NONE
TX-009546,ACC-00179,ACC-00053,7642.31,2026-09-08 12:39:46,0,normal,NONE
TX-006307,ACC-00416,ACC-01565,4301.33,2026-09-06 23:45:49,0,normal,NONE
TX-006754,ACC-00482,ACC-01780,1844.91,2026-09-04 08:07:25,0,normal,NONE
TX-005438,ACC-01653,ACC-01849,6967.33,2026-09-02 17:42:52,0,normal,NONE
TX-007975,ACC-00599,ACC-00489,5821.75,2026-09-08 16:54:20,0,normal,NONE
TX-004232,ACC-00654,ACC-01829,5625.41,2026-09-09 16:01:48,0,normal,NONE
TX-003774,ACC-01170,ACC-00714,13581.12,2026-09-03 11:53:37,0,normal,NONE
TX-010216,ACC-01824,ACC-01461,4453.73,2026-09-02 19:55:54,0,normal,NONE
TX-001473,ACC-01347,ACC-01390,2619.91,2026-09-04 09:27:22,0,normal,NONE
TX-008048,ACC-00311,ACC-01489,11848.46,2026-09-02 18:24:28,0,normal,NONE
TX-005894,ACC-01640,ACC-01722,14304.66,2026-09-01 15:17:32,0,normal,NONE
TX-010386,ACC-01808,ACC-00970,16121.18,2026-09-07 20:09:22,0,normal,NONE
TX-008636,ACC-01639,ACC-00770,5160.06,2026-09-09 22:29:37,0,normal,NONE
TX-005863,ACC-01687,ACC-00333,7617.68,2026-09-09 23:45:05,0,normal,NONE
TX-003222,ACC-01838,ACC-00230,1521.34,2026-09-08 08:46:53,0,normal,NONE
TX-011523,ACC-01624,ACC-00596,15820.46,2026-09-02 08:50:21,0,normal,NONE
TX-007667,ACC-01998,ACC-01438,5788.37,2026-09-09 11:36:38,0,normal,NONE
TX-012627,ACC-00133,ACC-00819,37371.61,2026-09-01 18:18:00,0,normal_high_value,NONE
TX-002211,ACC-00696,ACC-00787,11779.73,2026-09-07 12:18:19,0,normal,NONE
TX-000579,ACC-00477,ACC-01995,2890.05,2026-09-04 15:17:34,0,normal,NONE
TX-001512,ACC-00176,ACC-00642,15227.51,2026-09-07 21:13:28,0,normal,NONE
TX-010287,ACC-00322,ACC-01004,15578.46,2026-09-03 08:10:20,0,normal,NONE
TX-011869,ACC-00803,ACC-00732,13768.06,2026-09-07 21:43:33,0,normal,NONE
TX-008064,ACC-00797,ACC-00197,1868.82,2026-09-08 12:53:38,0,normal,NONE
TX-003147,ACC-01810,ACC-00092,4790.3,2026-09-09 23:38:51,0,normal,NONE
TX-000415,ACC-01770,ACC-00454,13347.72,2026-09-01 16:35:59,0,normal,NONE
TX-006422,ACC-01808,ACC-01621,6679.27,2026-09-02 08:44:43,0,normal,NONE
TX-003990,ACC-01722,ACC-00618,9068.52,2026-09-06 22:42:11,0,normal,NONE
TX-008160,ACC-00773,ACC-01000,6503.22,2026-09-02 17:27:33,0,normal,NONE
TX-004412,ACC-00068,ACC-00733,2303.07,2026-09-02 23:39:38,0,normal,NONE
TX-000427,ACC-00548,ACC-01629,7156.2,2026-09-06 20:29:36,0,normal,NONE
TX-000622,ACC-00026,ACC-01611,12613.41,2026-09-09 21:07:26,0,normal,NONE
TX-002095,ACC-01346,ACC-01955,3257.56,2026-09-05 15:56:18,0,normal,NONE
TX-008540,ACC-00301,ACC-01347,16339.24,2026-09-03 18:22:52,0,normal,NONE
TX-002381,ACC-01394,ACC-00455,13970.89,2026-09-04 19:33:38,0,normal,NONE
TX-003462,ACC-01690,ACC-00118,6212.93,2026-09-04 22:29:29,0,normal,NONE
TX-002341,ACC-01798,ACC-01841,17000.07,2026-09-02 20:01:28,0,normal,NONE
TX-000266,ACC-00747,ACC-01386,12958.15,2026-09-08 17:48:47,0,normal,NONE
TX-005949,ACC-00873,ACC-01368,7058.04,2026-09-02 11:02:38,0,normal,NONE
TX-010318,ACC-00447,ACC-01616,8120.91,2026-09-05 08:48:47,0,normal,NONE
TX-011879,ACC-01875,ACC-01207,7531.94,2026-09-07 19:33:21,0,normal,NONE
TX-010207,ACC-01401,ACC-00066,7906.7,2026-09-02 08:26:08,0,normal,NONE
TX-003081,ACC-01299,ACC-01949,2413.1,2026-09-09 16:50:25,0,normal,NONE
TX-002953,ACC-00516,ACC-00169,8326.14,2026-09-01 20:18:40,0,normal,NONE
TX-004442,ACC-00059,ACC-01663,2745.1,2026-09-06 08:36:46,0,normal,NONE
TX-011981,ACC-01291,ACC-01195,8193.9,2026-09-01 22:42:12,0,normal,NONE
TX-002089,ACC-01354,ACC-01716,15798.77,2026-09-01 08:15:08,0,normal,NONE
TX-012774,ACC-01100,ACC-00089,36935.56,2026-09-07 22:27:00,0,normal_high_value,NONE
TX-002143,ACC-01102,ACC-00940,5972.01,2026-09-01 22:38:10,0,normal,NONE
TX-005009,ACC-00148,ACC-01381,17334.81,2026-09-04 15:23:28,0,normal,NONE
TX-009627,ACC-00477,ACC-01501,11379.82,2026-09-03 11:37:38,0,normal,NONE
TX-006791,ACC-00915,ACC-00128,4203.67,2026-09-08 16:27:28,0,normal,NONE
TX-001083,ACC-01345,ACC-01831,15041.56,2026-09-02 11:05:54,0,normal,NONE
TX-001672,ACC-01794,ACC-00628,10607.11,2026-09-08 11:33:22,0,normal,NONE
TX-006640,ACC-01677,ACC-01513,5595.9,2026-09-08 20:31:58,0,normal,NONE
TX-009411,ACC-00035,ACC-00821,1639.96,2026-09-04 12:00:15,0,normal,NONE
TX-002930,ACC-00985,ACC-01952,14500.61,2026-09-08 19:03:50,0,normal,NONE
TX-004950,ACC-00635,ACC-00595,4846.83,2026-09-05 16:09:42,0,normal,NONE
TX-009089,ACC-01211,ACC-01901,6589.06,2026-09-04 18:00:32,0,normal,NONE
TX-001972,ACC-00733,ACC-01026,15408.0,2026-09-09 14:22:57,0,normal,NONE
TX-003692,ACC-01921,ACC-01566,13258.37,2026-09-01 20:57:30,0,normal,NONE
TX-003998,ACC-01712,ACC-00974,10940.72,2026-09-07 08:51:16,0,normal,NONE
TX-000695,ACC-00232,ACC-01818,7414.89,2026-09-01 10:16:41,0,normal,NONE
TX-005107,ACC-01140,ACC-00524,15564.28,2026-09-09 20:52:40,0,normal,NONE
TX-011258,ACC-00969,ACC-01140,12397.05,2026-09-08 13:27:29,0,normal,NONE
TX-006031,ACC-00311,ACC-00700,14903.91,2026-09-07 09:00:33,0,normal,NONE
TX-005067,ACC-00904,ACC-01092,1601.36,2026-09-02 09:39:56,0,normal,NONE
TX-004120,ACC-00849,ACC-01739,8423.02,2026-09-07 15:25:35,0,normal,NONE
TX-011188,ACC-00430,ACC-00947,5124.49,2026-09-07 20:50:46,0,normal,NONE
TX-009167,ACC-01068,ACC-00233,12159.4,2026-09-01 09:09:59,0,normal,NONE
TX-008249,ACC-01096,ACC-00511,634.53,2026-09-03 10:12:25,0,normal,NONE
TX-012602,ACC-00289,ACC-01013,59237.39,2026-09-07 23:30:00,0,normal_high_value,NONE
TX-004773,ACC-01878,ACC-01313,10848.03,2026-09-09 08:29:18,0,normal,NONE
TX-004411,ACC-00697,ACC-01295,787.89,2026-09-06 22:43:57,0,normal,NONE
TX-008159,ACC-00057,ACC-01629,9956.12,2026-09-02 20:09:43,0,normal,NONE
TX-006474,ACC-00897,ACC-01880,6691.75,2026-09-02 14:32:30,0,normal,NONE
TX-007557,ACC-01191,ACC-00344,17404.18,2026-09-06 22:28:28,0,normal,NONE
TX-009052,ACC-00012,ACC-01268,2813.88,2026-09-01 15:57:14,0,normal,NONE
TX-007622,ACC-01738,ACC-01514,12316.06,2026-09-08 23:38:51,0,normal,NONE
TX-009035,ACC-01101,ACC-01557,16151.79,2026-09-06 10:05:37,0,normal,NONE
TX-008490,ACC-01061,ACC-00611,2088.26,2026-09-09 15:07:11,0,normal,NONE
TX-011028,ACC-01317,ACC-00938,11693.24,2026-09-08 19:37:17,0,normal,NONE
TX-003899,ACC-01088,ACC-00710,9024.33,2026-09-02 23:16:44,0,normal,NONE
TX-001464,ACC-00115,ACC-01146,958.61,2026-09-07 20:06:39,0,normal,NONE
TX-006741,ACC-00687,ACC-01187,3270.2,2026-09-07 13:36:30,0,normal,NONE
TX-000377,ACC-01927,ACC-00605,6628.44,2026-09-04 15:08:30,0,normal,NONE
TX-007444,ACC-01699,ACC-00639,6056.16,2026-09-05 09:41:35,0,normal,NONE
TX-010075,ACC-01044,ACC-00572,596.24,2026-09-05 11:45:24,0,normal,NONE
TX-002217,ACC-01520,ACC-01299,2104.93,2026-09-08 19:49:30,0,normal,NONE
TX-005624,ACC-01153,ACC-00036,3323.68,2026-09-03 12:03:36,0,normal,NONE
TX-013159,ACC-01975,ACC-01931,44591.32,2026-09-03 18:01:00,0,normal_high_value,NONE
TX-002883,ACC-00452,ACC-00898,16288.42,2026-09-01 15:41:31,0,normal,NONE
TX-007150,ACC-01816,ACC-00549,2838.04,2026-09-09 15:48:39,0,normal,NONE
TX-002911,ACC-01708,ACC-01846,2880.06,2026-09-07 08:10:23,0,normal,NONE
TX-003471,ACC-01825,ACC-00084,6909.3,2026-09-07 12:05:36,0,normal,NONE
TX-007175,ACC-00396,ACC-00953,12844.45,2026-09-01 16:13:29,0,normal,NONE
TX-006267,ACC-00598,ACC-00310,1598.29,2026-09-09 21:28:16,0,normal,NONE
TX-002393,ACC-01377,ACC-00565,13695.31,2026-09-01 11:33:19,0,normal,NONE
TX-007111,ACC-00032,ACC-01408,8363.7,2026-09-03 19:01:10,0,normal,NONE
TX-002485,ACC-00526,ACC-01957,12262.68,2026-09-07 17:34:18,0,normal,NONE
TX-012517,ACC-01477,ACC-00957,85174.14,2026-09-09 20:56:00,0,normal_high_value,NONE
TX-009637,ACC-00442,ACC-01418,8756.62,2026-09-01 21:10:16,0,normal,NONE
TX-007064,ACC-00926,ACC-00110,6115.25,2026-09-06 18:46:30,0,normal,NONE
TX-002047,ACC-00874,ACC-01794,5109.86,2026-09-01 18:38:50,0,normal,NONE
TX-004084,ACC-01703,ACC-01421,7992.04,2026-09-03 21:25:00,0,normal,NONE
TX-001255,ACC-01106,ACC-00642,3617.38,2026-09-07 16:39:32,0,normal,NONE
TX-000953,ACC-00462,ACC-00311,6165.32,2026-09-07 12:05:46,0,normal,NONE
TX-003579,ACC-00715,ACC-01890,5084.84,2026-09-07 15:19:21,0,normal,NONE
TX-010421,ACC-01516,ACC-01893,17121.53,2026-09-03 18:46:36,0,normal,NONE
TX-006946,ACC-01041,ACC-00144,6268.52,2026-09-08 11:44:20,0,normal,NONE
TX-011267,ACC-01773,ACC-01514,17575.91,2026-09-01 20:59:50,0,normal,NONE
TX-008995,ACC-01534,ACC-00553,3904.15,2026-09-05 12:32:47,0,normal,NONE
TX-001719,ACC-00967,ACC-00574,16354.51,2026-09-02 21:11:16,0,normal,NONE
TX-007865,ACC-01830,ACC-01879,10518.8,2026-09-08 15:32:29,0,normal,NONE
TX-004954,ACC-00689,ACC-00854,17814.69,2026-09-01 17:06:19,0,normal,NONE
TX-008996,ACC-00277,ACC-01602,2787.65,2026-09-03 12:03:17,0,normal,NONE
TX-003814,ACC-01084,ACC-01547,10430.63,2026-09-06 14:59:01,0,normal,NONE
TX-004984,ACC-01973,ACC-01554,3883.77,2026-09-09 16:50:45,0,normal,NONE
TX-009533,ACC-01779,ACC-01512,17764.49,2026-09-04 17:07:14,0,normal,NONE
TX-004605,ACC-01795,ACC-01663,184.52,2026-09-05 13:15:47,0,normal,NONE
TX-002761,ACC-01889,ACC-01038,3003.7,2026-09-02 12:47:45,0,normal,NONE
TX-003820,ACC-01006,ACC-00253,8174.16,2026-09-04 08:41:27,0,normal,NONE
TX-011761,ACC-00584,ACC-00941,78.76,2026-09-05 16:44:50,0,normal,NONE
TX-002565,ACC-00286,ACC-01615,5714.69,2026-09-03 20:23:00,0,normal,NONE
TX-003644,ACC-00043,ACC-01648,3008.46,2026-09-06 20:49:32,0,normal,NONE
TX-006524,ACC-00641,ACC-01369,13764.77,2026-09-05 16:47:09,0,normal,NONE
TX-003394,ACC-00688,ACC-00722,1459.51,2026-09-07 13:13:36,0,normal,NONE
TX-003939,ACC-01536,ACC-00572,1499.07,2026-09-03 15:55:01,0,normal,NONE
TX-001057,ACC-00552,ACC-00842,16679.63,2026-09-06 09:02:36,0,normal,NONE
TX-001147,ACC-01111,ACC-01179,14304.73,2026-09-02 18:47:59,0,normal,NONE
TX-007754,ACC-01498,ACC-00368,15738.12,2026-09-08 12:43:50,0,normal,NONE
TX-001938,ACC-01638,ACC-00604,300.35,2026-09-01 14:18:52,0,normal,NONE
TX-010325,ACC-00710,ACC-00584,15707.8,2026-09-07 09:57:41,0,normal,NONE
TX-001032,ACC-01433,ACC-01879,11979.95,2026-09-06 22:31:01,0,normal,NONE
TX-007566,ACC-01916,ACC-00418,7997.17,2026-09-08 16:05:36,0,normal,NONE
TX-003782,ACC-01739,ACC-01099,2071.1,2026-09-02 15:39:31,0,normal,NONE
TX-012789,ACC-00547,ACC-01669,46214.23,2026-09-09 11:25:00,0,normal_high_value,NONE
TX-012832,ACC-00924,ACC-00850,78320.87,2026-09-03 22:13:00,0,normal_high_value,NONE
TX-005174,ACC-00197,ACC-00522,13137.01,2026-09-08 23:46:51,0,normal,NONE
TX-002544,ACC-00020,ACC-01481,261.78,2026-09-06 10:09:37,0,normal,NONE
TX-000097,ACC-01577,ACC-01197,17030.2,2026-09-01 20:30:00,0,normal,NONE
TX-002475,ACC-01170,ACC-01312,11042.05,2026-09-01 20:13:57,0,normal,NONE
TX-002523,ACC-01441,ACC-00359,5229.54,2026-09-02 13:57:56,0,normal,NONE
